title,total_price,listed_price,is_sponsored,is_couponed,buy_box_availability,reputation,demand
"duracell 2032 lithium battery. 4 count pack. child safety features. compatible with apple airtag, key fob, and other devices. cr2032 3v cell. 2032 battery, lithium coin",0.06762907268170426,0.01229934333072,0,no,0,0.5114950866280729,high
"energizer alkaline power aaa batteries, 32 count, long-lasting triple a batteries, suitable for everyday electronics and emergency gear",0.012691729323308271,0.0026689352616390597,0,no,1,0.49983892619775716,high
"duracell coppertop aa batteries with power boost ingredients, 24 count pack double a battery with long-lasting power, alkaline aa battery for household and office devices",0.016340852130325812,0.0033917718949996387,0,no,1,0.5474372889462417,high
"sony zx series wired on-ear headphones, black mdr-zx110",0.06762907268170426,0.01229934333072,0,no,0,0.5004190027229761,middle
"hp 67 black/tri-color ink cartridges for hp printers | works with printer series: deskjet 1255, 2700, 4100; envy 6000, 6400 | eligible for instant ink | 3yp29an",0.06762907268170426,0.01229934333072,0,no,0,0.48413308964795393,high
"hp 67xl black high-yield ink cartridge | works with hp deskjet 1255, 2700, 4100 series, hp envy 6000, 6400 series | eligible for instant ink | one size | 3ym57an",0.06762907268170426,0.01229934333072,0,no,0,0.5083822494763729,high
"razer seiren v3 chroma rgb usb microphone: stream & game reactive lighting - tap-to-mute sensor - condenser mic - digital gain limiter & shock absorber - pc, discord, obs studio, xsplit - quartz pink",0.13223057644110275,0.02424282862655479,1,no,1,0.43759819812222084,low
owc 250gb aura pro 6g flash ssd upgrade for 2012 macbook air,0.0406015037593985,0.007302503424206872,1,no,1,0.4501588499035925,low
"owc 2.0tb aura pro x2 (gen 4) ssd complete upgrade solution compatible with mac pro (late 2013), high performance nvme flash upgrade, including tools, heatsink, and envoy pro enclosure",0.2380952380952381,0.04381502054524124,1,no,1,0.4252062160566638,low
texas instruments ti-30xs multiview scientific calculator,0.014536340852130323,0.003041474141909512,0,no,1,0.49586479042787807,high
"amazon basics micro sdxc memory card with full size adapter, a2, u3, read speed up to 100 mb/s, 128 gb, black",0.008591478696741855,0.0013845101669752624,0,no,1,0.5337860603722056,middle
"mounting dream tv wall mount for 32-65 inch television,mount with swivel and tilt, full motion bracket with articulating dual arms, fits 16inch studs, max vesa 400x400 mm, 99lbs, md2380",0.03757393483709273,0.008414559783223148,0,no,1,0.5004783692642187,middle
"energizer ultimate lithium aa batteries pack, 1.5v aa batteries, 24 count",0.06762907268170426,0.01229934333072,0,no,0,0.48145165995261074,high
"scotch heavy duty shipping and moving packing tape, clear, packing and moving supplies, 1.88 in. x 22.2 yd., 6 tape rolls with dispensers",0.011398496240601502,0.0030396207146444845,0,no,1,0.5347125452144589,middle
"jbl vibe beam - true wireless jbl deep bass sound earbuds, bluetooth 5.2, water & dust resistant, hands-free call with voiceaware, up to 32 hours of battery life (black)",0.06762907268170426,0.01229934333072,0,no,0,0.4278408572349488,middle
"apple pencil pro: latest model - device compatibility check required - pixel-perfect precision, tilt and pressure sensitivity, perfect for note-taking, drawing, and art. charges and pairs magnetically",0.06762907268170426,0.01229934333072,0,no,0,0.4527004483610733,middle
"energizer aa and aaa batteries, 48 count, combo pack contains 24 max double a and 24 max triple a batteries",0.020661654135338346,0.006559279090930995,0,no,1,0.5154818870675384,high
"amazon basics file folders with tabs for filing, 1/3-cut tab, assorted positions, 8.5x11 inches, letter size, manila, pack of 100",0.00863157894736842,0.002001701446229295,0,no,1,0.5058105273008109,high
"duracell coppertop aaa batteries with power boost ingredients, 24 count pack triple a battery with long-lasting power, alkaline aaa battery for household and office devices",0.017944862155388472,0.0033917718949996387,0,no,1,0.5142584539918692,high
"hp officejet pro 8125e wireless all-in-one color inkjet printer, print, scan, copy, adf, duplex printing, home & office, 3 months of instant ink included (405t6a)",0.11779448621553884,0.030841029690051362,0,no,1,0.3877593585698656,high
"scotch thermal laminating pouches, for use with thermal laminators, 8.9 x 11.4 inches, letter size sheets, 100-pack",0.009523809523809525,0.0030396207146444845,0,no,1,0.5292971642692847,high
"tp-link ac1200 wifi extender, 2025 wirecutter best wifi extender, 1.2gbps home signal booster, dual band 5ghz/2.4ghz, up to 1600 sq.ft and 32 devices, easymesh compatible, one ethernet port (re315)",0.017543859649122806,0.00489304797967161,0,no,1,0.41935427225371624,middle
"samsung galaxy tab a9+ tablet 11” 64gb android tablet, big screen, quad speakers, upgraded chipset, multi window display, slim, light, durable design, us version, 2024, graphite",0.15690225563909777,0.040108166015186984,0,no,1,0.43415379789902236,middle
"apple watch series 10 [gps 42mm case] smartwatch with rose gold aluminium case with light blush sport band - s/m. fitness tracker, ecg app, always-on retina display, water resistant",0.06762907268170426,0.01229934333072,0,no,0,0.46930686277794403,middle
sharpie permanent markers bulk set fine tip markers set for plastic metal wood and more black 36 count,0.0155187969924812,0.0026652284071090053,0,no,1,0.4813424434234407,high
texas instruments ti-30xa scientific calculator,0.008350877192982456,0.0021147605093959497,0,no,1,0.4726051644125384,high
"sandisk 128gb extreme pro sdxc uhs-i memory card - c10, u3, v30, 4k uhd, sd card - sdsdxxd-128g-gn4in",0.019548872180451125,0.003966334347158047,0,no,1,0.5168734122230091,middle
"duracell coppertop aa batteries with power boost ingredients, 28 count (pack of 1) long-lasting alkaline double aa battery in re-closable pack for quick access and organized storage",0.023228070175438594,0.004090513973914865,0,no,1,0.4847915080574447,high
"beats solo 4 - wireless bluetooth on-ear headphones, apple & android compatible, up to 50 hours of battery life - cloud pink",0.06762907268170426,0.01229934333072,0,no,0,0.45936983376790813,middle
"amd ryzen 7 9800x3d 8-core, 16-thread desktop processor",0.4751979949874687,0.08765042879039778,0,no,1,0.47637246316703963,middle
"seagate portable 2tb external hard drive hdd — usb 3.0 for pc, mac, playstation, & xbox -1-year rescue service (stgx2000400)",0.07769423558897243,0.014160184304807234,0,no,1,0.6016618010459832,middle
"apple pencil (usb-c): device compatibility check required - pixel-perfect precision, tilt sensitivity, perfect for note-taking, drawing, and signing documents. charges and pairs with usb-c",0.06762907268170426,0.01229934333072,0,no,0,0.4535420640321073,middle
"hp 910 cyan, magenta, yellow ink cartridges | works with hp officejet 8010, 8020 series, hp officejet pro 8020, 8030 series | eligible for instant ink | 3yn97an, 3 count (pack of 1)",0.06762907268170426,0.01229934333072,0,no,0,0.4607041729580855,high
"kodak 10.1 inch wifi digital picture frame,1280x800 hd ips touch screen, electronic smart photo frame with 32 gb memory, auto-rotate, instantly share photos/videos anywhere",0.08370927318295739,0.01527224066382351,1,>=10$,1,0.38765191827143575,low
"philips tat1108 wireless earbuds,true wireless headphones,powerful bass with 6 mm driver,clear call with ai mic,15-hour battery life,bluetooth v5.3,ipx4 rating,ergonomic design for comfort,black",0.02756892230576441,0.0053990336230240145,1,>=10$,1,0.3661587465067462,low
"sanus height adjustable speaker stand for sonos era 300™ - 17"" height adjustment sonos stand includes carpet spikes & rubber pads - easy diy install comes w/all hardware - white",0.1779448621553885,0.032694456955078485,1,no,1,0.42502541598457483,low
"hp 910xl black high-yield ink cartridge for hp printers | works with printer series: officejet 8010, 8020; officejet pro 8020, 8030 | eligible for instant ink | 3yl65an",0.05052631578947368,0.01265520136560521,0,no,1,0.4639302700910469,high
"apple ipad air 11-inch with m3 chip built for apple intelligence, liquid retina display, 128gb, 12mp front/back camera, wi-fi 6e, touch id, all-day battery life — space gray",0.06762907268170426,0.01229934333072,0,no,0,0.475896491092275,middle
"amazon basics 8-pack 9v alkaline batteries, 5-year shelf life - for smoke/co detector, electronics & audio",0.010225563909774436,0.0016866188111746838,0,no,1,0.5962701031773446,high
"vizio 40-inch full hd 1080p smart tv with dts virtual: x, alexa compatibility, google cast built-in, bluetooth headphone capable, (vfd40m-08 new)",0.1358496240601504,0.030841029690051362,0,no,1,0.39030442284342476,middle
"hp original 910 cyan, magenta, yellow / 910xl black ink cartridges (4-pack) | works officejet 8010, 8020 series officejet pro 8020, 8030 series | eligible for instant ink | 3jb41an",0.10466165413533834,0.0191459036477302,0,no,1,0.4540030175705322,high
"aquaphor baby healing ointment advanced therapy skin protectant for chapped or dry skin, drool rash and diaper rash ointment, 14 oz jar",0.06762907268170426,0.01229934333072,0,no,0,0.5066301928033484,high
"logitech brio 101 full hd 1080p webcam for meetings, streaming, desktop, laptop, pc - built-in mic, shutter, usb-a, teams, zoom - black",0.037192982456140354,0.00667233815409765,0,no,1,0.4392629884345718,middle
"apple 2024 macbook pro laptop with m4 pro, 12-core cpu, 16-core gpu: built for apple intelligence, 14.2-inch liquid retina xdr display, 24gb unified memory, 512gb ssd storage; space black",0.06762907268170426,0.01229934333072,0,no,0,0.47569951721182024,middle
roku streaming stick plus 2025 - 4k & hdr roku streaming device for tv with voice remote - free & live tv,0.06762907268170426,0.01229934333072,0,no,0,0.43792918355770644,middle
meta quest 3 512gb | thirty percent sharper resolution — 2x graphical processing power — play without wires — get batman: arkham shadow and a 3-month trial of meta horizon+ included,0.06762907268170426,0.01229934333072,0,no,0,0.43941486338330654,middle
"original hp 962 cyan, magenta, yellow / 962xl black ink cartridges (4-pack) | works with hp officejet 9010 series, hp officejet pro 9010, 9020 series",0.15278195488721805,0.028042354519860396,0,no,1,0.45366741104694214,middle
"anker iphone 16 charger, 2-pack 20w fast usb c charger block, for iphone 16/16 pro max/15 series/ipad pro and more (black, 2 pack & 2 cable)",0.009423558897243108,0.002854277988141772,0,no,1,0.4613927150856576,middle
escort max 360c radar detector with extra mount & obdii cord bundle,0.5688822055137844,0.10497070658207626,1,no,1,0.4258456591231255,low
"hp printer paper | 8.5 x 11 paper | office 20 lb | 3 ream case - 1500 sheets | 92 bright | made in usa - fsc certified | 112090c, white",0.017543859649122806,0.003308367668073418,0,no,1,0.5029142603313089,high
"amazon basics 9 inch thermal laminator machine for documents and photos, easy to use for home office or school, white",0.01824561403508772,0.00489304797967161,0,no,1,0.4515821450397817,high
"apple 20w usb-c compact power adapter: fast and convenient charging, type c wall charger",0.06762907268170426,0.01229934333072,0,no,0,0.4782289853130267,middle
"apple 2024 mac mini desktop computer with m4 chip with 10‑core cpu and 10‑core gpu: built for apple intelligence, 16gb unified memory, 256gb ssd storage, gigabit ethernet. works with iphone/ipad",0.06762907268170426,0.01229934333072,0,no,0,0.47578269679770147,middle
"logitech m185 wireless mouse, 2.4ghz with usb mini receiver, 12-month battery life, 1000 dpi optical tracking, ambidextrous pc/mac/laptop - swift grey",0.06762907268170426,0.01229934333072,0,no,0,0.46245560867239605,middle
"hp 936 black, cyan, magenta, yellow ink cartridges printers (4-pack) | works with officejet 9120, officejet pro 9110, 9120, 9130, wide format 9730 | eligible for instant ink | 6c3z5ln",0.1328421052631579,0.02435588768972145,0,no,1,0.4505106302355484,middle
"samsung 990 pro ssd nvme m.2 pcie gen4, m.2 2280 internal solid state hard drive, seq. read speeds up to 7,450 mb/s for high end computing, gaming, and heavy duty workstations, mz-v9p2t0b/am",0.14786967418546368,0.03640131148513274,0,no,1,0.4706833693970751,middle
"fitbit inspire 3 health &-fitness-tracker with stress management, workout intensity, sleep tracking, 24/7 heart rate and more, midnight zen/black one size (s & l bands included)",0.07765413533834586,0.017859625125801377,0,no,1,0.4240746704297727,middle
"texas instruments ti-84 plus graphics calculator, black 320 x 240 pixels (2.8"" diagonal)",0.10175438596491228,0.01860840974087233,0,no,1,0.47332894233690737,middle
"hp original 952 cyan, magenta, yellow / 952xl black ink cartridges (4-pack) | works officejet 8702 officejet pro 7700, 8210, 8700 series | eligible for instant ink | n9k28an",0.16454135338345866,0.03021642470173722,0,no,1,0.4515110958101749,middle
"hp 64 black & tri-color ink cartridges for hp printers (combo pack) | works with printer series: inspire 7950e; envy photo 6200, 7100, 7800; tango | eligible for instant ink | x4d92an",0.06762907268170426,0.01229934333072,0,no,0,0.4637269422144485,high
"logitech h390 gaming headphones, wired headphones with mic, usb headset with microphone for pc, noise cancelling microphone for video meetings, music, gaming - black",0.06762907268170426,0.01229934333072,0,no,0,0.45240367341846144,middle
"rca 10.1"" wifi digital picture frame uhale app photo frames electronic hd ips touch screen display with 32gb memory led lights, support usb/sd card, slideshow, instantly share photos videos",0.05764411027568923,0.014160184304807234,1,no,0,0.37500231054405225,low
"pyle dash cam, rearview mirror monitor, night vision, 7.4” lcd screen, backup camera, slim bar design, waterproof ip-69, g-sensor, audio recording, 32gb memory slot, universal mount, includes cables",0.13784461152882208,0.025280747894969986,1,no,1,0.3500167514443788,low
"myq smart garage security camera – 1080p hd video, night vision, motion detection, magnetic, wi-fi, two-way audio, smartphone control",0.026796992481203007,0.008599902509725862,1,no,1,0.4030516510570162,middle
amazon basics 8-sheet cross cut paper shredder and credit card shredder - black,0.028160401002506264,0.00563441888568246,0,no,1,0.46228178355516486,high
"anker usb c charger(nano ii 65w), pps 3-port fast compact foldable wall charger for macbook pro/air, ipad pro, galaxy s20, dell xps 13, note 20/10+, iphone 16/16 pro, steam deck, and more",0.023558897243107765,0.006746475244698735,0,no,1,0.45998039503371657,middle
"hp deskjet 2855e wireless all-in-one color inkjet printer, scanner, copier, best-for-home, 3 months of instant ink included, single-band wi-fi connectivity (588s5a)",0.05764411027568923,0.016013611569834357,0,no,1,0.36897703261448456,high
"sceptre new 27-inch gaming monitor 100hz 1ms displayport hdmi x2 100% srgb amd freesync build-in speakers, eye care frameless machine black 2024 (e275w-fw100t)",0.09571929824561404,0.02157018651038568,0,no,1,0.4290954393326225,middle
roku streaming stick 4k - hdr & dolby vision roku streaming device for tv with voice remote & long-range wi-fi - free & live tv,0.06762907268170426,0.01229934333072,0,no,0,0.5146380041751532,middle
"hp 63 black ink cartridge for hp printers | works with printer series: deskjet 1112, 2130, 3630; envy 4510, 4520; officejet 3830, 4650, 5200 | eligible for instant ink | f6u62an",0.028571428571428567,0.005940234384411935,0,no,1,0.5168307104807434,high
"amazon basics full motion articulating tv monitor wall mount for 26"" to 55"" tvs and flat panels up to 80 lbs, black",0.020551378446115286,0.0038903438292919347,0,no,1,0.4798418317069028,middle
"logitech c920x hd pro webcam, full hd 1080p/30fps video, clear audio, hd light correction, pc camera webcam, works with skype, zoom, facetime, pc, laptop, mac, tablet - black",0.05764411027568923,0.012306757039780108,0,no,1,0.46207374794505984,middle
"canon pg-275 / cl-276 genuine ink value pack (2 cartridges), compatible with ts3520/3522/4722/3720/3722, tr4720",0.03258145363408521,0.006746475244698735,0,no,1,0.4608653334057303,high
"samsung galaxy buds 3 pro ai true wireless bluetooth earbuds, noise cancelling, sound optimization, redesigned comfort fit, silver [us version, amazon exclusive, 2yr warranty]",0.1879699248120301,0.04566844781026836,0,no,1,0.40185305632990875,middle
"lisen retractable car charger, 69w usb c car accessories adapter for iphone 16 usb c charger fast charging,gifts for women men, travel essentials, truck accessories, for iphone 16 pro max 15 14 13 12",0.014536340852130323,0.004522362526666185,0,no,1,0.4559040176895252,middle
"amazon basics dry erase markers for whiteboards, chisel tip, low-odor, assorted colors, pack of 12",0.06762907268170426,0.01229934333072,0,no,0,0.46924163323116874,high
"amazon basics stapler with 1000 staples, office stapler, 25 sheet capacity, non-slip, black",0.0031679197994987475,0.0005004253615573237,0,no,1,0.4803871201032351,high
"epson ecotank et-2800 wireless color all-in-one cartridge-free supertank printer with scan and copy â€“ the ideal basic home printer - black, medium",0.1879699248120301,0.04381502054524124,0,no,1,0.40800256932498613,middle
"hp 63xl black high-yield ink cartridge | works with hp deskjet 1112, 2130, 3630 series; hp envy 4510, 4520 series; hp officejet 3830, 4650, 5200 series | eligible for instant ink | f6u64an",0.06762907268170426,0.01229934333072,0,no,0,0.4930315291065011,middle
"hp 14 laptop, intel celeron n4020, 4 gb ram, 64 gb storage, 14-inch micro-edge hd display, windows 11 home, thin & portable, 4k graphics, one year of microsoft 365 (14-dq0040nr, snowflake white)",0.17013533834586467,0.04196159328021411,0,no,1,0.38970483666186456,middle
"dji mic mini (2 tx + 1 rx + charging case), wireless lavalier microphone for iphone/camera/android, ultralight, detail-rich audio, 48h use, noise cancelling, automatic limiting, vlog, streaming",0.13735338345864662,0.03065754039081367,0,no,1,0.46518947327682514,middle
"scotch heavy duty shipping packing tape, clear, shipping and packaging supplies, 1.88 in. x 54.6 yd., 6 tape rolls",0.014526315789473682,0.005319336250627848,0,no,1,0.48416535061928356,high
"sandisk 256gb extreme microsdxc uhs-i memory card with adapter - up to 190mb/s, c10, u3, v30, 4k, 5k, a2, micro sd card - sdsqxav-256g-gn6ma",0.022556390977443608,0.005819761612185173,0,no,1,0.5481206323496962,middle
"hp 962 cyan, magenta, yellow ink cartridges for hp printers | works with printer series: officejet 9010, 9020 | eligible for instant ink | 3yp00an",0.06762907268170426,0.01229934333072,0,no,0,0.45757338576727963,middle
"fujifilm instax mini instant film, 10 sheets x 5 packs (total 50 shoots)",0.058155388471177946,0.010547854565269368,0,no,1,0.4646505388766366,middle
"sony wh-1000xm4 wireless premium noise canceling overhead headphones with mic for phone-call and alexa voice control, black wh1000xm4",0.196,0.06383388843479922,0,no,1,0.4850596178129083,middle
post-it super sticky easel pad 25 in x 30 in white 30 sheets/pad 2 pad/pack large white premium self stick flip chart paper super sticking power (559),0.041483709273182956,0.01156538613376926,0,no,1,0.47895796196151325,middle
"avery insertable plastic dividers for 3 ring binders, 8 tabs per set, big tabs, two pockets, multicolor binder dividers, works with sheet protectors (11903)",0.001774436090225564,0.0004170211346311032,0,no,1,0.4772377619146092,high
"hp 64xl black high-yield ink cartridge for hp printers | works with printer series: envy inspire 7950e; envy photo 6200, 7100, 7800; tango | eligible for instant ink | n9j92an",0.06762907268170426,0.01229934333072,0,no,0,0.47597971400085726,middle
"samsung 990 evo plus ssd 2tb, pcie gen 4x4, gen 5x2 m.2 2280, speeds up-to 7,250 mb/s, upgrade storage for pc/laptops, hmb technology and intelligent turbowrite 2.0, (mz-v9s2t0b/am)",0.11779448621553884,0.03213842877557035,0,no,1,0.47845946208223916,middle
"hp 63 black/tri-color ink (2-pack) | works with hp deskjet 1112, 2130, 3630 series; envy 4510, 4520 series; officejet 3830, 4650, 5200 series | eligible for instant ink | l0r46an",0.06762907268170426,0.01229934333072,0,no,0,0.4885017074920546,middle
"amazon basics dog and puppy pee pads with 5-layer leak-proof design and quick-dry surface for potty training, standard absorbency, x-large, 28 x 34 inch - pack of 60, blue & white",0.024561403508771926,0.004337019800163472,0,no,1,0.5747336087116752,high
"hp 952 cyan, magenta, yellow ink cartridges (3-pack) | works with printer series: officejet 8702, hp officejet pro 7720, 7740, 8210, 8710, 8720, 8730, 8740 | eligible for instant ink | n9k27an",0.06762907268170426,0.01229934333072,0,no,0,0.460898836294488,middle
"logitech m510 wireless mouse, mouse for laptop and pc with usb unifying receiver, programmable buttons - graphite",0.023548872180451128,0.004522362526666185,0,no,1,0.46920350925430654,middle
"energizer ultimate lithium aa batteries (8 pack), 1.5v lithium double a batteries",0.06762907268170426,0.01229934333072,0,no,0,0.48977597253687344,high
apple airpods 2 with charging case - white (renewed),0.0797092731829574,0.017311010655353346,0,no,0,0.3971811795789495,middle
"soundcore by anker p20i true wireless earbuds, 10mm drivers with big bass, bluetooth 5.3, 30h long playtime, water-resistant, 2 mics for ai clear calls, 22 preset eqs, customization via app",0.025904761904761903,0.006746475244698735,0,no,1,0.46656148877595466,middle
"roku ultra - ultimate streaming player - 4k streaming device for tv with hdr10+, dolby vision & atmos - bluetooth & wi-fi 6- rechargeable voice remote pro with backlit buttons - free & live tv",0.0957393483709273,0.017496353381856056,0,no,1,0.45262362277133583,middle
apple usb-c woven charge cable (2 m) ​​​​​​​,0.06762907268170426,0.01229934333072,0,no,0,0.464038822338802,middle
"apple 2025 macbook air 15-inch laptop with m4 chip: built for apple intelligence, 15.3-inch liquid retina display, 16gb unified memory, 256gb ssd storage, 12mp center stage camera, touch id; midnight",0.06762907268170426,0.01229934333072,0,no,0,0.47547019571463395,middle
"dewalt heavy duty black edition 2-in-1 neckband bluetooth headphones w/built-in speakers, jobsite wearable speaker & around neck, wireless headset, 60+ hrs hands-free music & calls, carry pouch",0.09774436090225563,0.017867038834861484,1,<25%,1,0.4258127338703808,low
"monster open ac601 wireless earbuds, crystal clear call, usb-c charging, bluetooth 5.4 open earphones with enc, ipx5 waterproof wireless clip-on earbud, 32h playtime earbuds (white)",0.02756892230576441,0.008599902509725862,1,no,1,0.3759871799463261,low
"logitech g305 lightspeed wireless gaming mouse, hero 12k sensor, 12,000 dpi, lightweight, 6 programmable buttons, 250h battery life, on-board memory, pc/mac - black",0.06762907268170426,0.01229934333072,0,no,0,0.4698649024892646,middle
"hp 923 black, cyan, magenta, yellow ink cartridges printers | works with printer series: officejet 8120, officejet pro 8130 | eligible for instant ink | 6c3y6ln",0.09162907268170425,0.016736448203194938,0,no,1,0.45068334340345445,middle
"apple airpods max wireless over-ear headphones, pro-level active noise cancellation, transparency mode, personalized spatial audio, usb-c charging, bluetooth headphones for iphone - midnight",0.06762907268170426,0.01229934333072,0,no,0,0.45117722219462403,middle
"apc ups battery backup and surge protector, 600va/330 watts backup battery power supply, be600m1 back-ups with usb charger port",0.06762907268170426,0.01229934333072,0,no,0,0.45814759928696613,middle
amazon basics 24 count aa & aaa high-performance alkaline batteries value pack - 12 double aa batteries and 12 triple aaa batteries,0.007879699248120299,0.0015346377754424595,0,no,1,0.48365996243055376,high
"scotch thermal laminating pouches, 200 count, clear, 3 mil., ideal office or school supplies, fits letter sized paper (8.9 in. × 11.4 in.)",0.022556390977443608,0.007358106242157687,0,no,1,0.5038355464494447,high
"xbox wireless gaming controller (2025) – carbon black – play on xbox, windows, android, ios, firetv sticks, smart tvs, vr headsets",0.0516390977443609,0.011380043407266546,0,no,0,0.4645003968359409,middle
"fitbit charge 6 fitness tracker with google apps, heart rate on exercise equipment, 6-months premium membership included, gps, health tools and more, obsidian/black, one size (s & l bands included)",0.11775438596491228,0.028980188715964122,0,no,1,0.3924896198808452,middle
"scotch tl901x thermal laminator, 1 laminating machine, gray, laminate school assignments and documents, for dorm room or school supplies, 9 in.",0.03759398496240601,0.007821463058414468,0,no,1,0.49693346037474717,high
"anker power bank(powercore 10k),compact travel-ready 10,000mah battery pack with poweriq charging technology,5v/3a high-speed charging for iphone,ipad,and more (usb-c input and output（black），1pack)",0.06762907268170426,0.01229934333072,0,no,0,0.5013027858229638,middle
"samsung t7 portable ssd, 1tb external solid state drive, speeds up to 1,050mb/s, usb 3.2 gen 2, reliable storage for gaming, students, professionals, mu-pc1t0t/am, gray",0.07769423558897243,0.019720466099888607,0,no,1,0.4831943878040243,middle
"bic xtra strong mechanical pencils with erasers, thick point (0.9mm), 24-count, mechanical pencils for school or office supplies",0.0019849624060150374,0.0010008507231146475,0,no,1,0.4885704028549082,high
"fila smart watch for men women (answer/make calls), 1.95"" fitness watch with heart rate/sleep monitor, step counter, fitness tracker with 100+ sports for android ios",0.047619047619047616,0.014160184304807234,1,no,1,0.46253581343281,low
"transformers wireless earbuds bluetooth 5.4 open ear earbuds over the ear earphones with ear hooks,60h playtime,ipx5 waterproof,dual mic clear call,for running workout,tf-t07 sliver-optimus prime",0.021553884711779447,0.005449076159179748,1,no,1,0.40008837830999877,low
"apc ups 1500va ups battery backup and surge protector, bx1500m backup battery power supply, avr, dataline protection",0.06762907268170426,0.01229934333072,0,no,0,0.43212918367323366,middle
